"id","public_id","name","moldb_iupac","state","annotation_quality","description","cas_number","moldb_inchikey","moldb_inchi","moldb_smiles","moldb_mono_mass","kingdom","superklass","klass","subklass"
21054,"FDB021046","Cyanidin 3-(6-coumaryl-2'-sinapoylsophoroside) 5-glucoside","","low","Isolated from red cabbage (Brassica oleracea). Cyanidin 3-(6-coumaryl-2'-sinapoylsophoroside) 5-glucoside is found in cauliflower and brassicas.","110219-77-7","COC1=CC(\C=C\C(=O)OC2C(OC3C(OC4=C([O+]=C5C=C(O)C=C(OC6OC(CO)C(O)C(O)C6O)C5=C4)C4=CC(O)=C(O)C=C4)OC(COC(=O)\C=C\C4=CC=C(O)C=C4)C(O)C3O)OC(CO)C(O)C2O)=CC(OC)=C1O","InChI=1S/C53H56O27/c1-70-32-13-23(14-33(71-2)40(32)62)6-12-39(61)79-49-45(67)42(64)36(20-55)77-53(49)80-50-46(68)43(65)37(21-72-38(60)11-5-22-3-8-25(56)9-4-22)78-52(50)75-34-18-27-30(73-48(34)24-7-10-28(58)29(59)15-24)16-26(57)17-31(27)74-51-47(69)44(66)41(63)35(19-54)76-51/h3-18,35-37,41-47,49-55,63-69H,19-21H2,1-2H3,(H4-,56,57,58,59,60,61,62)/p+1",1125.308722,"ONNRUPQNEBXWOW-UHFFFAOYSA-O","3-({3-[(4,5-dihydroxy-3-{[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}-6-(hydroxymethyl)oxan-2-yl)oxy]-4,5-dihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl}oxy)-2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21055,"FDB021047","Cyanidin 3-(6-feruloyl-2'-sinapoylsophoroside) 5-glucoside","","low","Isolated from red cabbage (Brassica oleracea). Cyanidin 3-(6-feruloyl-2'-sinapoylsophoroside) 5-glucoside is found in cauliflower and brassicas.","110202-92-1","COC1=CC(\C=C\C(=O)OC2C(OC3C(OC4=C([O+]=C5C=C(O)C=C(OC6OC(CO)C(O)C(O)C6O)C5=C4)C4=CC(O)=C(O)C=C4)OC(COC(=O)\C=C\C4=CC(OC)=C(O)C=C4)C(O)C3O)OC(CO)C(O)C2O)=CC(OC)=C1O","InChI=1S/C54H58O28/c1-71-32-12-22(4-8-28(32)59)5-10-39(61)74-21-38-44(66)47(69)51(82-54-50(46(68)43(65)37(20-56)79-54)81-40(62)11-6-23-13-33(72-2)41(63)34(14-23)73-3)53(80-38)77-35-18-26-30(75-49(35)24-7-9-27(58)29(60)15-24)16-25(57)17-31(26)76-52-48(70)45(67)42(64)36(19-55)78-52/h4-18,36-38,42-48,50-56,64-70H,19-21H2,1-3H3,(H4-,57,58,59,60,61,62,63)/p+1",1155.319286,"YDZFANGJNKDDKY-UHFFFAOYSA-O","3-({3-[(4,5-dihydroxy-3-{[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}-6-(hydroxymethyl)oxan-2-yl)oxy]-4,5-dihydroxy-6-({[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl}oxy)-2-(3,4-dihydroxyphenyl)-7-hydroxy-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21056,"FDB021048","Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]","","low","Isolated from carrot (Daucus carota). Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside] is found in root vegetables.","142561-98-6","OCC1OC(OCC2OC(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O","InChI=1S/C32H38O20/c33-7-19-22(40)24(42)27(45)30(50-19)47-9-20-23(41)25(43)29(52-31-26(44)21(39)16(38)8-46-31)32(51-20)49-18-6-12-14(36)4-11(34)5-17(12)48-28(18)10-1-2-13(35)15(37)3-10/h1-6,16,19-27,29-33,38-45H,7-9H2,(H3-,34,35,36,37)/p+1",743.2034687,"RAHCBDLMLRVOBZ-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-({[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}methyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21057,"FDB021049","Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxybenzoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]","","low","Isolated from carrot (Daucus carota). Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxybenzoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside] is found in root vegetables.","142506-20-5","OC1COC(OC2C(O)C(O)C(COC3OC(COC(=O)C4=CC=C(O)C=C4)C(O)C(O)C3O)OC2OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(O)C1O","InChI=1S/C39H42O22/c40-16-4-1-14(2-5-16)36(53)54-12-25-28(47)30(49)33(52)37(59-25)56-13-26-29(48)31(50)35(61-38-32(51)27(46)22(45)11-55-38)39(60-26)58-24-10-18-20(43)8-17(41)9-23(18)57-34(24)15-3-6-19(42)21(44)7-15/h1-10,22,25-33,35,37-39,45-52H,11-13H2,(H4-,40,41,42,43,44,53)/p+1",863.2245981,"NKWMVPVTAGESHZ-UHFFFAOYSA-O","3-({4,5-dihydroxy-6-[({3,4,5-trihydroxy-6-[(4-hydroxybenzoyloxy)methyl]oxan-2-yl}oxy)methyl]-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl}oxy)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21058,"FDB021050","Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]","","low","Isolated from carrot (Daucus carota). Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[4-hydroxycinnamoyl-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside] is found in root vegetables.","142506-21-6","OC1COC(OC2C(O)C(O)C(COC3OC(COC(=O)\C=C\C4=CC=C(O)C=C4)C(O)C(O)C3O)OC2OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(O)C1O","InChI=1S/C41H44O22/c42-18-5-1-16(2-6-18)3-8-29(48)56-14-27-31(50)33(52)36(55)39(61-27)58-15-28-32(51)34(53)38(63-40-35(54)30(49)24(47)13-57-40)41(62-28)60-26-12-20-22(45)10-19(43)11-25(20)59-37(26)17-4-7-21(44)23(46)9-17/h1-12,24,27-28,30-36,38-41,47,49-55H,13-15H2,(H4-,42,43,44,45,46,48)/p+1",889.2402481,"AVYXHYMPVRRQIG-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-({[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21059,"FDB021051","Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxy-3-methoxycinnamoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside]","","low","Isolated from carrot (Daucus carota). Cyanidin 3-O-[b-D-Xylopyranosyl-(1->2)-[(4-hydroxy-3-methoxycinnamoyl)-(->6)-b-D-glucopyranosyl-(1->6)]-b-D-galactopyranoside] is found in root vegetables.","142561-99-7","COC1=CC(\C=C\C(=O)OCC2OC(OCC3OC(OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C4=CC=C(O)C(O)=C4)C(OC4OCC(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)=CC=C1O","InChI=1S/C42H46O23/c1-57-26-8-16(2-5-21(26)45)3-7-30(49)58-14-28-32(51)34(53)37(56)40(63-28)60-15-29-33(52)35(54)39(65-41-36(55)31(50)24(48)13-59-41)42(64-29)62-27-12-19-22(46)10-18(43)11-25(19)61-38(27)17-4-6-20(44)23(47)9-17/h2-12,24,28-29,31-37,39-42,48,50-56H,13-15H2,1H3,(H4-,43,44,45,46,47,49)/p+1",919.2508128,"MUQNMJSHMPEZCV-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-({[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21061,"FDB021053","Alatanin C","","low","Isolated from tubers of purple yam (Dioscorea alata). Alatanin C is found in root vegetables.","138688-63-8","COC1=CC(\C=C\C(=O)OCC2OC(OCC3OC(OC4=CC5=C(O)C=C(O)C=C5[O+]=C4C4=CC=C(O)C(O)=C4)C(O)C(O)C3O)C(O)C(O)C2O)=CC(OC)=C1O","InChI=1S/C38H40O20/c1-51-23-7-15(8-24(52-2)29(23)44)3-6-28(43)53-13-26-30(45)32(47)34(49)37(57-26)54-14-27-31(46)33(48)35(50)38(58-27)56-25-12-18-20(41)10-17(39)11-22(18)55-36(25)16-4-5-19(40)21(42)9-16/h3-12,26-27,30-35,37-38,45-50H,13-14H2,1-2H3,(H4-,39,40,41,42,43,44)/p+1",817.2191188,"UOEASSRAYLSNGX-UHFFFAOYSA-O","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21062,"FDB021054","Alatanin B","","low","Isolated from purple yam tubers (Dioscorea alata). Alatanin B is found in root vegetables.","139610-20-1","COC1=CC(\C=C\C(=O)OCC2OC(OCC3OC(OC4=CC5=C(O)C=C(OC6OC(COC(=O)\C=C\C7=CC(OC)=C(O)C(OC)=C7)C(O)C(O)C6O)C=C5[O+]=C4C4=CC=C(O)C(OC5OC(CO)C(O)C(O)C5O)=C4)C(O)C(O)C3O)C(O)C(O)C2O)=CC(OC)=C1O","InChI=1S/C61H70O34/c1-81-32-11-23(12-33(82-2)43(32)67)5-9-41(65)85-20-38-46(70)50(74)53(77)58(93-38)87-22-40-48(72)52(76)56(80)61(95-40)91-36-18-27-29(64)16-26(17-30(27)89-57(36)25-7-8-28(63)31(15-25)90-60-55(79)49(73)45(69)37(19-62)92-60)88-59-54(78)51(75)47(71)39(94-59)21-86-42(66)10-6-24-13-34(83-3)44(68)35(14-24)84-4/h5-18,37-40,45-56,58-62,69-80H,19-22H2,1-4H3,(H3-,63,64,65,66,67,68)/p+1",1347.382674,"XGIATRRVWDRDPO-UHFFFAOYSA-O","5-hydroxy-2-(4-hydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-7-{[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-3-{[3,4,5-trihydroxy-6-({[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21063,"FDB021055","Alatanin A","","low","Isolated from purple yam tubers (Dioscorea alata). Alatanin A is found in root vegetables.","139610-21-2","COC1=CC(\C=C\C(=O)OCC2OC(OC3=CC(O)=C4C=C(OC5OC(COC6OC(COC(=O)\C=C\C7=CC(OC)=C(O)C(OC)=C7)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(O)C(O)C5O)C(=[O+]C4=C3)C3=CC=C(O)C(OC4OC(CO)C(O)C(O)C4O)=C3)C(O)C(O)C2O)=CC(OC)=C1O","InChI=1S/C67H80O39/c1-90-33-11-24(12-34(91-2)45(33)74)5-9-43(72)94-21-40-49(78)54(83)56(85)64(104-40)97-27-16-30(71)28-18-37(61(98-31(28)17-27)26-7-8-29(70)32(15-26)99-65-57(86)52(81)47(76)38(19-68)101-65)100-66-58(87)55(84)50(79)41(105-66)23-96-63-60(89)62(106-67-59(88)53(82)48(77)39(20-69)102-67)51(80)42(103-63)22-95-44(73)10-6-25-13-35(92-3)46(75)36(14-25)93-4/h5-18,38-42,47-60,62-69,76-89H,19-23H2,1-4H3,(H3-,70,71,72,73,74,75)/p+1",1509.435498,"HWNDTEYNINVJQQ-UHFFFAOYSA-O","3-{[6-({[3,5-dihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxan-2-yl]oxy}methyl)-3,4,5-trihydroxyoxan-2-yl]oxy}-5-hydroxy-2-(4-hydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-7-{[3,4,5-trihydroxy-6-({[(2E)-3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoyl]oxy}methyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21064,"FDB021056","Cycloartocarpin","","low","Constituent of Artocarpus heterophyllus (jackfruit). Cycloartocarpin is found in jackfruit and fruits.","156127-37-6","COC1=CC2=C(C=C1)C1=C(C(O2)C=C(C)C)C(=O)C2=C(O1)C=C(O)C(\C=C\C(C)C)=C2O","InChI=1S/C26H26O6/c1-13(2)6-8-16-18(27)12-21-22(24(16)28)25(29)23-20(10-14(3)4)31-19-11-15(30-5)7-9-17(19)26(23)32-21/h6-13,20,27-28H,1-5H3/b8-6+",434.1729386,"FUOITKFXHPXSCA-SOFGYWHQSA-N","1,3-dihydroxy-8-methoxy-2-[(1E)-3-methylbut-1-en-1-yl]-11-(2-methylprop-1-en-1-yl)-11,12-dihydro-5,10-dioxatetraphen-12-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Pyranoflavonoids"
21067,"FDB021059","Myrigalone G","","low","Constituent of the fruit of Myrica gale (bog myrtle). Myrigalone G is found in herbs and spices.","83247-38-5","COC1=C(C)C(O)=C(C(=O)CCC2=CC=CC=C2)C(O)=C1","InChI=1S/C17H18O4/c1-11-15(21-2)10-14(19)16(17(11)20)13(18)9-8-12-6-4-3-5-7-12/h3-7,10,19-20H,8-9H2,1-2H3",286.1205091,"BMBFYUFAFGLKJJ-UHFFFAOYSA-N","1-(2,6-dihydroxy-4-methoxy-3-methylphenyl)-3-phenylpropan-1-one","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones"
21068,"FDB021060","Myrigalone H","","low","Constituent of the fruit of Myrica gale (bog myrtle). Myrigalone H is found in herbs and spices.","143502-00-5","COC1=C(C(=O)CCC2=CC=CC=C2)C(O)=C(C)C(O)=C1","InChI=1S/C17H18O4/c1-11-14(19)10-15(21-2)16(17(11)20)13(18)9-8-12-6-4-3-5-7-12/h3-7,10,19-20H,8-9H2,1-2H3",286.1205091,"ZDJYWPQCNAPESX-UHFFFAOYSA-N","1-(2,4-dihydroxy-6-methoxy-3-methylphenyl)-3-phenylpropan-1-one","Organic compounds","Phenylpropanoids and polyketides","Linear 1,3-diarylpropanoids","Chalcones and dihydrochalcones"
21069,"FDB021061","Pelargonidin 5-galactoside","","low","Isolated from matara tea (Cassia auriculata). Pelargonidin 5-galactoside is found in beverages.","157526-28-8","OCC1OC(OC2=CC(O)=CC3=C2C=C(O)C(=[O+]3)C2=CC=C(O)C=C2)C(O)C(O)C1O","InChI=1S/C21H20O10/c22-8-16-17(26)18(27)19(28)21(31-16)30-15-6-11(24)5-14-12(15)7-13(25)20(29-14)9-1-3-10(23)4-2-9/h1-7,16-19,21-22,26-28H,8H2,(H2-,23,24,25)/p+1",433.1134719,"AFRWRFLTMADQHJ-UHFFFAOYSA-O","3,7-dihydroxy-2-(4-hydroxyphenyl)-5-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21070,"FDB021062","Peonidin 3-lathyroside","","low","Constituent of leaf and stem cultures of Japanese asparagus (Aralia cordata). Peonidin 3-lathyroside is found in green vegetables.","155380-00-0","COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2OC2OCC(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1","InChI=1S/C27H30O15/c1-37-17-4-10(2-3-13(17)30)24-18(7-12-14(31)5-11(29)6-16(12)39-24)40-27-25(22(35)21(34)19(8-28)41-27)42-26-23(36)20(33)15(32)9-38-26/h2-7,15,19-23,25-28,32-36H,8-9H2,1H3,(H2-,29,30,31)/p+1",595.1662953,"PYUGATAPBPHGFK-UHFFFAOYSA-O","3-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxyoxan-2-yl)oxy]oxan-2-yl]oxy}-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-1λ⁴-chromen-1-ylium","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21086,"FDB021078","Camellioferin A","","low","Constituent of Camellia oleifera. Camellioferin A is found in fats and oils.","159935-08-7","OC1O[C@@H]2COC(=O)C3=C(C(O)=C(O)C(OC4=C(C=C(O)C(O)=C4O)C(=O)O[C@H]4[C@H](OC(=O)C5=CC(O)=C(O)C(O)=C5)O[C@@H]5COC(=O)C6=C(C(O)=C(O)C(O)=C6)C6=C(O)C(O)=C(O)C=C6C(=O)O[C@H]5[C@@H]4OC(=O)C4=CC(O)=C(O)C(O)=C4)=C3)C3=C(O)C(O)=C(O)C=C3C(=O)O[C@H]2[C@@H]2OC(=O)C3=C(C(O)=C(O)C(O)=C3)C3=C(O)C(O)=C(O)C=C3C(=O)O[C@@H]12","InChI=1S/C75H52O48/c76-23-1-14(2-24(77)42(23)86)65(102)119-62-60-35(13-113-67(104)16-5-27(80)44(88)51(95)36(16)37-17(70(107)118-60)6-28(81)45(89)52(37)96)116-75(123-66(103)15-3-25(78)43(87)26(79)4-15)64(62)122-73(110)22-10-32(85)49(93)57(101)58(22)114-33-11-21-41(56(100)50(33)94)40-18(7-29(82)48(92)55(40)99)69(106)117-59-34(12-112-68(21)105)115-74(111)63-61(59)120-71(108)19-8-30(83)46(90)53(97)38(19)39-20(72(109)121-63)9-31(84)47(91)54(39)98/h1-11,34-35,59-64,74-101,111H,12-13H2/t34-,35-,59-,60-,61+,62+,63-,64-,74?,75+/m1/s1",1720.162804,"DHSNCFWMRQXVQT-IGXGVPAYSA-N","(10R,11S,12R,13S,15R)-3,4,5,21,22,23-hexahydroxy-8,18-dioxo-11,13-bis(3,4,5-trihydroxybenzoyloxy)-9,14,17-trioxatetracyclo[17.4.0.0^{2,7}.0^{10,15}]tricosa-1(23),2,4,6,19,21-hexaen-12-yl 2-{[(1R,2S,19R,22R)-7,8,9,12,13,14,20,29,30,33,34,35-dodecahydroxy-4,17,25,38-tetraoxo-3,18,21,24,39-pentaoxaheptacyclo[20.17.0.0^{2,19}.0^{5,10}.0^{11,16}.0^{26,31}.0^{32,37}]nonatriaconta-5,7,9,11,13,15,26,28,30,32,34,36-dodecaen-28-yl]oxy}-3,4,5-trihydroxybenzoate","Organic compounds","Phenylpropanoids and polyketides","Tannins","Hydrolyzable tannins"
21097,"FDB021089","Hydrojuglone glucoside","","low","Constituent of the leaves of Carya illinoensis (pecan). Hydrojuglone glucoside is found in common walnut and nuts.","22427-33-4","OCC1OC(OC2=CC=CC3=C(O)C=CC(O)=C23)C(O)C(O)C1O","InChI=1S/C16H18O8/c17-6-11-13(20)14(21)15(22)16(24-11)23-10-3-1-2-7-8(18)4-5-9(19)12(7)10/h1-5,11,13-22H,6H2",338.1001676,"PUKLOSMRXIAWPE-UHFFFAOYSA-N","2-[(5,8-dihydroxynaphthalen-1-yl)oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","Organic compounds","Benzenoids","Naphthalenes","Naphthols and derivatives"
21106,"FDB021098","Vitexin 6''-(3-hydroxy-3-methylglutarate)","","low","Constituent of finger millet Eleusine coracana. Vitexin 6''-(3-hydroxy-3-methylglutarate) is found in cereals and cereal products.","154639-29-9","CC(O)(CC(O)=O)CC(=O)OCC1OC(C(O)C(O)C1O)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=C(O)C=C1","InChI=1S/C27H28O14/c1-27(38,8-18(32)33)9-19(34)39-10-17-22(35)23(36)24(37)26(41-17)21-14(30)6-13(29)20-15(31)7-16(40-25(20)21)11-2-4-12(28)5-3-11/h2-7,17,22-24,26,28-30,35-38H,8-10H2,1H3,(H,32,33)",576.1479056,"FUKCNWJCRSRWIJ-UHFFFAOYSA-N","5-({6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-4H-chromen-8-yl]-3,4,5-trihydroxyoxan-2-yl}methoxy)-3-hydroxy-3-methyl-5-oxopentanoic acid","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21119,"FDB021111","Kanzonol K","","low","Constituent of Glycyrrhiza uralensis (Chinese licorice). Kanzonol K is found in herbs and spices.","156281-30-0","COC1=CC2=C(C(O)=C1CC=C(C)C)C(=O)C(=CO2)C1=C(O)C(CC=C(C)C)=C(O)C=C1","InChI=1S/C26H28O6/c1-14(2)6-8-17-20(27)11-10-16(24(17)28)19-13-32-22-12-21(31-5)18(9-7-15(3)4)25(29)23(22)26(19)30/h6-7,10-13,27-29H,8-9H2,1-5H3",436.1885886,"UWUOGPWSIVRQNM-UHFFFAOYSA-N","3-[2,4-dihydroxy-3-(3-methylbut-2-en-1-yl)phenyl]-5-hydroxy-7-methoxy-6-(3-methylbut-2-en-1-yl)-4H-chromen-4-one","Organic compounds","Phenylpropanoids and polyketides","Isoflavonoids","Isoflavans"
21142,"FDB021134","8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside]","","low","Constituent of Sideritis syriaca (Greek mountain tea). 8-Hydroxyhesperetin 7-[6-acetylglucosyl-(1->2)-glucoside] is found in tea.","162110-44-3","COC1=C(O)C=C(C=C1)C1=CC(=O)C2=C(O1)C(O)=C(OC1OC(CO)C(O)C(O)C1OC1OC(COC(C)=O)C(O)C(O)C1O)C=C2O","InChI=1S/C30H34O18/c1-10(32)43-9-19-22(37)24(39)26(41)29(47-19)48-28-25(40)21(36)18(8-31)46-30(28)45-17-7-14(35)20-13(34)6-16(44-27(20)23(17)38)11-3-4-15(42-2)12(33)5-11/h3-7,18-19,21-22,24-26,28-31,33,35-41H,8-9H2,1-2H3",682.1745143,"LORXOTCKKVEWGS-UHFFFAOYSA-N","{6-[(2-{[5,8-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-oxo-4H-chromen-7-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl)oxy]-3,4,5-trihydroxyoxan-2-yl}methyl acetate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21145,"FDB021137","Artocarpanone A","","low","Constituent of the roots of Artocarpus heterophyllus (jackfruit). Artocarpanone A is found in fruits.","","COC1=CC(O)=C(C=C1)C1CC(=O)C2=C(O)C=C(OC)C=C2O1","InChI=1S/C17H16O6/c1-21-9-3-4-11(12(18)5-9)15-8-14(20)17-13(19)6-10(22-2)7-16(17)23-15/h3-7,15,18-19H,8H2,1-2H3",316.0946882,"SNKAPDDRKJEOFE-UHFFFAOYSA-N","5-hydroxy-2-(2-hydroxy-4-methoxyphenyl)-7-methoxy-3,4-dihydro-2H-1-benzopyran-4-one","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids"
21146,"FDB021138","6''-O-Acetylvicenin 1","","low","Constituent of Prosopis chilensis (algarrobo blanco). 6''-O-Acetylvicenin 1 is found in green vegetables.","163345-99-1","CC(=O)OCC1OC(C(O)C(O)C1O)C1=C2OC(=CC(=O)C2=C(O)C(C2OCC(O)C(O)C2O)=C1O)C1=CC=C(O)C=C1","InChI=1S/C28H30O15/c1-9(29)40-8-15-20(34)23(37)25(39)28(43-15)18-22(36)17(27-24(38)19(33)13(32)7-41-27)21(35)16-12(31)6-14(42-26(16)18)10-2-4-11(30)5-3-10/h2-6,13,15,19-20,23-25,27-28,30,32-39H,7-8H2,1H3",606.1584703,"AIQCDEJOKQHKMO-UHFFFAOYSA-N","{6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxo-6-(3,4,5-trihydroxyoxan-2-yl)-4H-chromen-8-yl]-3,4,5-trihydroxyoxan-2-yl}methyl acetate","Organic compounds","Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides"
21151,"FDB021143","Artonin X","","low","Constituent of the bark of Artocarpus heterophyllus (jackfruit). Artonin X is found in jackfruit and fruits.","89803-85-0","CC(C)=CCC1=C(O)C=CC(C(=O)C2C(CC(C)=CC2C2=C(O)C(=CC=C2O)C(=O)\C=C\C2=CC=C(O)C=C2)C2=CC=C(O)C=C2O)=C1O","InChI=1S/C40H38O9/c1-21(2)4-11-27-33(44)16-14-29(38(27)47)40(49)36-30(26-12-10-25(42)20-35(26)46)18-22(3)19-31(36)37-34(45)17-13-28(39(37)48)32(43)15-7-23-5-8-24(41)9-6-23/h4-10,12-17,19-20,30-31,36,41-42,44-48H,11,18H2,1-3H3/b15-7+",662.2515828,"LSWPUMCBBKEXMW-VIZOYTHASA-N","(2E)-1-(3-{6-[2,4-dihydroxy-3-(3-methylbut-2-en-1-yl)benzoyl]-5-(2,4-dihydroxyphenyl)-3-methylcyclohex-2-en-1-yl}-2,4-dihydroxyphenyl)-3-(4-hydroxyphenyl)prop-2-en-1-one","Organic compounds","Phenylpropanoids and polyketides","Diarylheptanoids","Linear diarylheptanoids"
